order_id,order_date,customer_name,customer_email,customer_city,product_name,category,unit_price,quantity
1457,2025-02-24,Santiago López,santiago.lopez7@mail.com,San Juan,Auriculares Bluetooth,Audio,21000,2
1457,2025-02-24,Santiago López,santiago.lopez7@mail.com,San Juan,Hub USB-C,Periféricos,12500,2
1132,2025-02-25,Sofía Torres,sofia.torres27@mail.com,San Juan,Cargador rápido,Accesorios,9500,1
1132,2025-02-25,Sofía Torres,sofia.torres27@mail.com,San Juan,Mochila para notebook,Accesorios,20400,3
1141,2025-02-25,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,Silla ergonómica,Muebles,210000,1
1141,2025-02-25,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,SSD 1TB,Almacenamiento,58500,2
1373,2025-02-25,Santiago Gómez,santiago.gomez49@mail.com,San Juan,Teclado mecánico,Periféricos,28800,2
1646,2025-02-25,Rocío Rodríguez,rocio.rodriguez55@mail.com,San Juan,Webcam HD,Periféricos,18500,4
1226,2025-02-26,Valentina Flores,valentina.flores36@mail.com,Rosario,Mouse inalámbrico,Periféricos,8500,4
1240,2025-02-27,Camila López,camila.lopez12@mail.com,Córdoba,"Monitor 24""",Monitores,145000,3
1240,2025-02-27,Camila López,camila.lopez12@mail.com,Córdoba,Mochila para notebook,Accesorios,24000,1
1323,2025-02-27,Julieta Gómez,julieta.gomez32@mail.com,Buenos Aires,Teclado mecánico,Periféricos,27200,3
1323,2025-02-27,Julieta Gómez,julieta.gomez32@mail.com,Buenos Aires,Webcam HD,Periféricos,16650,1
1323,2025-02-27,Julieta Gómez,julieta.gomez32@mail.com,Buenos Aires,Silla ergonómica,Muebles,189000,2
1058,2025-02-28,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Auriculares Bluetooth,Audio,21000,3
1058,2025-02-28,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Mochila para notebook,Accesorios,24000,1
1058,2025-02-28,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Webcam HD,Periféricos,18500,3
1093,2025-02-28,Juan Martínez,juan.martinez14@mail.com,Córdoba,Teclado mecánico,Periféricos,28800,2
1093,2025-02-28,Juan Martínez,juan.martinez14@mail.com,Córdoba,Router WiFi,Redes,32300,3
1154,2025-02-28,Julieta Gómez,julieta.gomez32@mail.com,Buenos Aires,Silla ergonómica,Muebles,210000,3
1154,2025-02-28,Julieta Gómez,julieta.gomez32@mail.com,Buenos Aires,Auriculares Bluetooth,Audio,21000,2
1154,2025-02-28,Julieta Gómez,julieta.gomez32@mail.com,Buenos Aires,SSD 1TB,Almacenamiento,65000,2
1309,2025-02-28,Camila Acosta,camila.acosta2@mail.com,Mendoza,SSD 1TB,Almacenamiento,65000,1
1464,2025-02-28,Bruno Martínez,bruno.martinez11@mail.com,Córdoba,"Notebook 15""",Computadoras,765000,3
1464,2025-02-28,Bruno Martínez,bruno.martinez11@mail.com,Córdoba,Mochila para notebook,Accesorios,21600,4
1500,2025-02-28,Franco Fernández,franco.fernández58@mail.com,La Plata,Webcam HD,Periféricos,18500,3
1500,2025-02-28,Franco Fernández,franco.fernández58@mail.com,La Plata,Silla ergonómica,Muebles,178500,3
1360,2025-03-01,Emilio López,emilio.lopez57@mail.com,Buenos Aires,Cargador rápido,Accesorios,9500,1
1413,2025-03-01,Micaela Díaz,micaela.diaz30@mail.com,San Juan,"Notebook 15""",Computadoras,850000,4
1413,2025-03-01,Micaela Díaz,micaela.diaz30@mail.com,San Juan,Mochila para notebook,Accesorios,20400,1
1219,2025-03-02,Micaela Rodríguez,micaela.rodriguez17@mail.com,La Plata,Teclado mecánico,Periféricos,32000,4
1244,2025-03-02,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,Webcam HD,Periféricos,15725,4
1244,2025-03-02,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,"Monitor 24""",Monitores,145000,3
1325,2025-03-02,Rocío Rodríguez,rocio.rodriguez55@mail.com,San Juan,Auriculares Bluetooth,Audio,17850,3
1357,2025-03-02,Bruno Torres,bruno.torres46@mail.com,Mendoza,SSD 1TB,Almacenamiento,65000,4
1506,2025-03-02,Franco Fernández,franco.fernández24@mail.com,Córdoba,Mouse inalámbrico,Periféricos,7225,1
1506,2025-03-02,Franco Fernández,franco.fernández24@mail.com,Córdoba,Router WiFi,Redes,38000,1
1506,2025-03-02,Franco Fernández,franco.fernández24@mail.com,Córdoba,Hub USB-C,Periféricos,10625,3
1538,2025-03-02,Julieta Gómez,julieta.gomez32@mail.com,Buenos Aires,Mochila para notebook,Accesorios,20400,2
1061,2025-03-03,Agustina Flores,agustina.flores51@mail.com,Córdoba,Mouse inalámbrico,Periféricos,8500,4
1061,2025-03-03,Agustina Flores,agustina.flores51@mail.com,Córdoba,SSD 1TB,Almacenamiento,55250,1
1061,2025-03-03,Agustina Flores,agustina.flores51@mail.com,Córdoba,Silla ergonómica,Muebles,210000,3
1199,2025-03-04,Juan Martínez,juan.martinez14@mail.com,Córdoba,"Monitor 24""",Monitores,130500,2
1073,2025-03-06,Camila Flores,camila.flores45@mail.com,Buenos Aires,Mouse inalámbrico,Periféricos,8500,3
1073,2025-03-06,Camila Flores,camila.flores45@mail.com,Buenos Aires,Cargador rápido,Accesorios,9500,4
1330,2025-03-06,Rocío Rodríguez,rocio.rodriguez55@mail.com,San Juan,"Monitor 24""",Monitores,145000,3
1330,2025-03-06,Rocío Rodríguez,rocio.rodriguez55@mail.com,San Juan,Auriculares Bluetooth,Audio,18900,4
1330,2025-03-06,Rocío Rodríguez,rocio.rodriguez55@mail.com,San Juan,Cargador rápido,Accesorios,8075,2
1532,2025-03-07,Camila Acosta,camila.acosta2@mail.com,Mendoza,Hub USB-C,Periféricos,10625,1
1532,2025-03-07,Camila Acosta,camila.acosta2@mail.com,Mendoza,"Monitor 24""",Monitores,145000,2
1532,2025-03-07,Camila Acosta,camila.acosta2@mail.com,Mendoza,Router WiFi,Redes,38000,2
1025,2025-03-08,Tomás Díaz,tomás.diaz21@mail.com,Mendoza,Webcam HD,Periféricos,15725,4
1025,2025-03-08,Tomás Díaz,tomás.diaz21@mail.com,Mendoza,"Monitor 24""",Monitores,145000,1
1025,2025-03-08,Tomás Díaz,tomás.diaz21@mail.com,Mendoza,Mochila para notebook,Accesorios,24000,1
1613,2025-03-08,Nicolás Sánchez,nicolás.sánchez53@mail.com,Mendoza,Mouse inalámbrico,Periféricos,8500,2
1020,2025-03-09,Franco López,franco.lopez25@mail.com,San Juan,Router WiFi,Redes,38000,3
1020,2025-03-09,Franco López,franco.lopez25@mail.com,San Juan,Webcam HD,Periféricos,16650,1
1020,2025-03-09,Franco López,franco.lopez25@mail.com,San Juan,Mochila para notebook,Accesorios,24000,1
1264,2025-03-10,Milagros Acosta,milagros.acosta35@mail.com,Córdoba,Auriculares Bluetooth,Audio,21000,2
1264,2025-03-10,Milagros Acosta,milagros.acosta35@mail.com,Córdoba,Webcam HD,Periféricos,16650,1
1452,2025-03-10,Mateo Flores,mateo.flores56@mail.com,La Plata,Mochila para notebook,Accesorios,24000,2
1452,2025-03-10,Mateo Flores,mateo.flores56@mail.com,La Plata,SSD 1TB,Almacenamiento,65000,4
1480,2025-03-10,Julieta Gómez,julieta.gomez32@mail.com,Buenos Aires,Mouse inalámbrico,Periféricos,7225,1
1480,2025-03-10,Julieta Gómez,julieta.gomez32@mail.com,Buenos Aires,Silla ergonómica,Muebles,178500,4
1592,2025-03-11,Bruno Martínez,bruno.martinez11@mail.com,Córdoba,Teclado mecánico,Periféricos,27200,4
1592,2025-03-11,Bruno Martínez,bruno.martinez11@mail.com,Córdoba,Router WiFi,Redes,38000,4
1112,2025-03-12,Florencia Romero,florencia.romero16@mail.com,Mendoza,Teclado mecánico,Periféricos,28800,3
1112,2025-03-12,Florencia Romero,florencia.romero16@mail.com,Mendoza,Router WiFi,Redes,32300,1
1112,2025-03-12,Florencia Romero,florencia.romero16@mail.com,Mendoza,Mouse inalámbrico,Periféricos,8500,3
1228,2025-03-12,Camila Flores,camila.flores45@mail.com,Buenos Aires,Auriculares Bluetooth,Audio,17850,4
1228,2025-03-12,Camila Flores,camila.flores45@mail.com,Buenos Aires,Silla ergonómica,Muebles,210000,4
1228,2025-03-12,Camila Flores,camila.flores45@mail.com,Buenos Aires,SSD 1TB,Almacenamiento,58500,2
1463,2025-03-12,Juan Gómez,juan.gomez0@mail.com,San Juan,Router WiFi,Redes,34200,3
1463,2025-03-12,Juan Gómez,juan.gomez0@mail.com,San Juan,"Monitor 24""",Monitores,145000,3
1463,2025-03-12,Juan Gómez,juan.gomez0@mail.com,San Juan,SSD 1TB,Almacenamiento,65000,3
1242,2025-03-13,Bruno Martínez,bruno.martinez11@mail.com,Córdoba,SSD 1TB,Almacenamiento,65000,1
1242,2025-03-13,Bruno Martínez,bruno.martinez11@mail.com,Córdoba,Auriculares Bluetooth,Audio,21000,4
1379,2025-03-13,Agustina Flores,agustina.flores51@mail.com,Córdoba,Mouse inalámbrico,Periféricos,8500,1
1439,2025-03-13,Camila Romero,camila.romero43@mail.com,Rosario,Mouse inalámbrico,Periféricos,8500,3
1439,2025-03-13,Camila Romero,camila.romero43@mail.com,Rosario,Router WiFi,Redes,34200,4
1439,2025-03-13,Camila Romero,camila.romero43@mail.com,Rosario,Mochila para notebook,Accesorios,24000,4
1519,2025-03-13,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,Auriculares Bluetooth,Audio,21000,1
1519,2025-03-13,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,Webcam HD,Periféricos,15725,1
1519,2025-03-13,Agustina Romero,agustina.romero54@mail.com,Buenos Aires,Teclado mecánico,Periféricos,27200,4
1115,2025-03-14,Bruno Gómez,bruno.gomez4@mail.com,Mendoza,Router WiFi,Redes,32300,4
1163,2025-03-14,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Webcam HD,Periféricos,18500,4
1163,2025-03-14,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Router WiFi,Redes,38000,1
1143,2025-03-15,Bruno Martínez,bruno.martinez11@mail.com,Córdoba,Router WiFi,Redes,38000,2
1143,2025-03-15,Bruno Martínez,bruno.martinez11@mail.com,Córdoba,"Notebook 15""",Computadoras,722500,1
1143,2025-03-15,Bruno Martínez,bruno.martinez11@mail.com,Córdoba,Teclado mecánico,Periféricos,28800,2
1509,2025-03-15,Mateo Flores,mateo.flores18@mail.com,La Plata,Router WiFi,Redes,38000,3
1509,2025-03-15,Mateo Flores,mateo.flores18@mail.com,La Plata,Cargador rápido,Accesorios,9500,2
1548,2025-03-16,Juan Díaz,juan.diaz52@mail.com,Rosario,Hub USB-C,Periféricos,12500,1
1548,2025-03-16,Juan Díaz,juan.diaz52@mail.com,Rosario,"Notebook 15""",Computadoras,850000,3
1043,2025-03-17,Emilio Díaz,emilio.diaz15@mail.com,Mendoza,Cargador rápido,Accesorios,9500,4
1043,2025-03-17,Emilio Díaz,emilio.diaz15@mail.com,Mendoza,Mouse inalámbrico,Periféricos,7225,2
1043,2025-03-17,Emilio Díaz,emilio.diaz15@mail.com,Mendoza,Teclado mecánico,Periféricos,32000,4
1641,2025-03-17,Tomás Acosta,tomás.acosta39@mail.com,La Plata,Mouse inalámbrico,Periféricos,8500,1
1641,2025-03-17,Tomás Acosta,tomás.acosta39@mail.com,La Plata,SSD 1TB,Almacenamiento,58500,4
1248,2025-03-18,Agustina Rodríguez,agustina.rodriguez34@mail.com,Buenos Aires,SSD 1TB,Almacenamiento,65000,4
1362,2025-03-18,Franco Fernández,franco.fernández24@mail.com,Córdoba,Mouse inalámbrico,Periféricos,8500,4
1099,2025-03-19,Franco Fernández,franco.fernández24@mail.com,Córdoba,Mouse inalámbrico,Periféricos,8500,3
1099,2025-03-19,Franco Fernández,franco.fernández24@mail.com,Córdoba,"Monitor 24""",Monitores,145000,4
1227,2025-03-19,Agustina Acosta,agustina.acosta26@mail.com,San Juan,Cargador rápido,Accesorios,8075,4
1227,2025-03-19,Agustina Acosta,agustina.acosta26@mail.com,San Juan,Auriculares Bluetooth,Audio,21000,4
1275,2025-03-19,Bruno Gómez,bruno.gomez4@mail.com,Mendoza,Auriculares Bluetooth,Audio,21000,4
1445,2025-03-19,Santiago Rodríguez,santiago.rodriguez3@mail.com,La Plata,Auriculares Bluetooth,Audio,18900,3
1049,2025-03-20,Sofía Gómez,sofia.gomez44@mail.com,Mendoza,Auriculares Bluetooth,Audio,21000,4
1049,2025-03-20,Sofía Gómez,sofia.gomez44@mail.com,Mendoza,Teclado mecánico,Periféricos,28800,4
1049,2025-03-20,Sofía Gómez,sofia.gomez44@mail.com,Mendoza,"Notebook 15""",Computadoras,850000,1
1206,2025-03-20,Micaela Flores,micaela.flores37@mail.com,Rosario,Router WiFi,Redes,32300,3
1289,2025-03-20,Camila Flores,camila.flores45@mail.com,Buenos Aires,"Notebook 15""",Computadoras,850000,1
1289,2025-03-20,Camila Flores,camila.flores45@mail.com,Buenos Aires,SSD 1TB,Almacenamiento,65000,1
1289,2025-03-20,Camila Flores,camila.flores45@mail.com,Buenos Aires,Router WiFi,Redes,38000,4
1351,2025-03-20,Santiago Díaz,santiago.diaz40@mail.com,San Juan,Teclado mecánico,Periféricos,27200,1
1351,2025-03-20,Santiago Díaz,santiago.diaz40@mail.com,San Juan,Webcam HD,Periféricos,18500,2
1023,2025-03-21,Micaela Pérez,micaela.pérez47@mail.com,La Plata,Webcam HD,Periféricos,18500,2
1023,2025-03-21,Micaela Pérez,micaela.pérez47@mail.com,La Plata,Hub USB-C,Periféricos,12500,2
1101,2025-03-21,Rocío Rodríguez,rocio.rodriguez55@mail.com,San Juan,Mochila para notebook,Accesorios,24000,3
1583,2025-03-21,Florencia Romero,florencia.romero16@mail.com,Mendoza,Router WiFi,Redes,38000,4
1626,2025-03-21,Tomás Rodríguez,tomás.rodriguez22@mail.com,Rosario,Webcam HD,Periféricos,15725,3
1080,2025-03-22,Bruno Gómez,bruno.gomez4@mail.com,Mendoza,"Notebook 15""",Computadoras,722500,4
1145,2025-03-22,Florencia Torres,florencia.torres9@mail.com,Córdoba,Mouse inalámbrico,Periféricos,7650,3
1145,2025-03-22,Florencia Torres,florencia.torres9@mail.com,Córdoba,Router WiFi,Redes,34200,4
1145,2025-03-22,Florencia Torres,florencia.torres9@mail.com,Córdoba,Teclado mecánico,Periféricos,28800,4
1235,2025-03-22,Rocío Gómez,rocio.gomez59@mail.com,La Plata,Router WiFi,Redes,38000,4
1235,2025-03-22,Rocío Gómez,rocio.gomez59@mail.com,La Plata,Mochila para notebook,Accesorios,24000,3
1336,2025-03-22,Santiago López,santiago.lopez7@mail.com,San Juan,Mochila para notebook,Accesorios,24000,4
1336,2025-03-22,Santiago López,santiago.lopez7@mail.com,San Juan,Mouse inalámbrico,Periféricos,8500,2
1470,2025-03-22,Milagros Pérez,milagros.pérez41@mail.com,La Plata,Mochila para notebook,Accesorios,21600,1
1470,2025-03-22,Milagros Pérez,milagros.pérez41@mail.com,La Plata,Cargador rápido,Accesorios,9500,3
1470,2025-03-22,Milagros Pérez,milagros.pérez41@mail.com,La Plata,"Monitor 24""",Monitores,145000,3
1448,2025-03-23,Florencia Romero,florencia.romero48@mail.com,Córdoba,Teclado mecánico,Periféricos,28800,4
1448,2025-03-23,Florencia Romero,florencia.romero48@mail.com,Córdoba,"Monitor 24""",Monitores,130500,4
1204,2025-03-24,Lucía Fernández,lucia.fernández10@mail.com,San Juan,Cargador rápido,Accesorios,8075,3
1204,2025-03-24,Lucía Fernández,lucia.fernández10@mail.com,San Juan,Auriculares Bluetooth,Audio,21000,3
1053,2025-03-26,Bruno Torres,bruno.torres46@mail.com,Mendoza,"Monitor 24""",Monitores,130500,1
1053,2025-03-26,Bruno Torres,bruno.torres46@mail.com,Mendoza,Hub USB-C,Periféricos,12500,1
1523,2025-03-26,Camila Romero,camila.romero43@mail.com,Rosario,"Monitor 24""",Monitores,123250,2
1523,2025-03-26,Camila Romero,camila.romero43@mail.com,Rosario,Mochila para notebook,Accesorios,21600,2
1523,2025-03-26,Camila Romero,camila.romero43@mail.com,Rosario,Cargador rápido,Accesorios,9500,3
1465,2025-03-27,Milagros Pérez,milagros.pérez41@mail.com,La Plata,"Monitor 24""",Monitores,145000,1
1273,2025-03-28,Tomás Fernández,tomás.fernández29@mail.com,Rosario,SSD 1TB,Almacenamiento,65000,4
1273,2025-03-28,Tomás Fernández,tomás.fernández29@mail.com,Rosario,"Monitor 24""",Monitores,123250,1
1273,2025-03-28,Tomás Fernández,tomás.fernández29@mail.com,Rosario,Router WiFi,Redes,38000,1
1328,2025-03-28,Micaela Rodríguez,micaela.rodriguez17@mail.com,La Plata,Cargador rápido,Accesorios,8075,3
1328,2025-03-28,Micaela Rodríguez,micaela.rodriguez17@mail.com,La Plata,Webcam HD,Periféricos,15725,3
1155,2025-03-30,Camila López,camila.lopez12@mail.com,Córdoba,"Monitor 24""",Monitores,130500,2
1155,2025-03-30,Camila López,camila.lopez12@mail.com,Córdoba,Router WiFi,Redes,32300,4
1155,2025-03-30,Camila López,camila.lopez12@mail.com,Córdoba,Teclado mecánico,Periféricos,27200,4
1349,2025-03-30,Agustina Rodríguez,agustina.rodriguez34@mail.com,Buenos Aires,Teclado mecánico,Periféricos,32000,1
1349,2025-03-30,Agustina Rodríguez,agustina.rodriguez34@mail.com,Buenos Aires,Mouse inalámbrico,Periféricos,8500,3
1398,2025-03-31,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Webcam HD,Periféricos,18500,2
1398,2025-03-31,Micaela Martínez,micaela.martinez42@mail.com,Buenos Aires,Cargador rápido,Accesorios,8075,1
1575,2025-03-31,Valentina Flores,valentina.flores36@mail.com,Rosario,SSD 1TB,Almacenamiento,58500,4
1575,2025-03-31,Valentina Flores,valentina.flores36@mail.com,Rosario,Cargador rápido,Accesorios,8550,1
1394,2025-04-01,Tomás Díaz,tomás.diaz21@mail.com,Mendoza,Mouse inalámbrico,Periféricos,7225,2
1394,2025-04-01,Tomás Díaz,tomás.diaz21@mail.com,Mendoza,Cargador rápido,Accesorios,9500,2
1586,2025-04-01,Sofía Gómez,sofia.gomez44@mail.com,Mendoza,Hub USB-C,Periféricos,10625,4
1586,2025-04-01,Sofía Gómez,sofia.gomez44@mail.com,Mendoza,Mochila para notebook,Accesorios,24000,3
1586,2025-04-01,Sofía Gómez,sofia.gomez44@mail.com,Mendoza,Cargador rápido,Accesorios,8075,4
1254,2025-04-02,Santiago López,santiago.lopez7@mail.com,San Juan,"Notebook 15""",Computadoras,850000,2
1254,2025-04-02,Santiago López,santiago.lopez7@mail.com,San Juan,Silla ergonómica,Muebles,210000,1
1254,2025-04-02,Santiago López,santiago.lopez7@mail.com,San Juan,"Monitor 24""",Monitores,123250,4
1620,2025-04-02,Santiago Díaz,santiago.diaz40@mail.com,San Juan,Cargador rápido,Accesorios,8075,1
1620,2025-04-02,Santiago Díaz,santiago.diaz40@mail.com,San Juan,Silla ergonómica,Muebles,189000,3
1620,2025-04-02,Santiago Díaz,santiago.diaz40@mail.com,San Juan,"Notebook 15""",Computadoras,850000,4
1106,2025-04-03,Camila Romero,camila.romero43@mail.com,Rosario,"Monitor 24""",Monitores,123250,1
1167,2025-04-03,Lucía Fernández,lucia.fernández10@mail.com,San Juan,Hub USB-C,Periféricos,11250,1
1167,2025-04-03,Lucía Fernández,lucia.fernández10@mail.com,San Juan,"Monitor 24""",Monitores,145000,3
1167,2025-04-03,Lucía Fernández,lucia.fernández10@mail.com,San Juan,Mochila para notebook,Accesorios,20400,4
1300,2025-04-03,Camila López,camila.lopez12@mail.com,Córdoba,Silla ergonómica,Muebles,189000,2
1300,2025-04-03,Camila López,camila.lopez12@mail.com,Córdoba,Mouse inalámbrico,Periféricos,8500,3
1300,2025-04-03,Camila López,camila.lopez12@mail.com,Córdoba,Mochila para notebook,Accesorios,21600,4
1441,2025-04-03,Nicolás Sánchez,nicolás.sánchez53@mail.com,Mendoza,Teclado mecánico,Periféricos,32000,2
1441,2025-04-03,Nicolás Sánchez,nicolás.sánchez53@mail.com,Mendoza,Mochila para notebook,Accesorios,24000,2
1533,2025-04-03,Rocío Gómez,rocio.gomez59@mail.com,La Plata,"Notebook 15""",Computadoras,850000,1
1533,2025-04-03,Rocío Gómez,rocio.gomez59@mail.com,La Plata,Hub USB-C,Periféricos,12500,1
1533,2025-04-03,Rocío Gómez,rocio.gomez59@mail.com,La Plata,Router WiFi,Redes,32300,4
1621,2025-04-03,Lucía Fernández,lucia.fernández10@mail.com,San Juan,"Notebook 15""",Computadoras,722500,2
1621,2025-04-03,Lucía Fernández,lucia.fernández10@mail.com,San Juan,Silla ergonómica,Muebles,210000,4
1621,2025-04-03,Lucía Fernández,lucia.fernández10@mail.com,San Juan,SSD 1TB,Almacenamiento,55250,3
1183,2025-04-04,Santiago Díaz,santiago.diaz40@mail.com,San Juan,Teclado mecánico,Periféricos,32000,4
1316,2025-04-04,Santiago López,santiago.lopez7@mail.com,San Juan,Cargador rápido,Accesorios,8550,4
1316,2025-04-04,Santiago López,santiago.lopez7@mail.com,San Juan,"Monitor 24""",Monitores,123250,2
1535,2025-04-04,Florencia Torres,florencia.torres9@mail.com,Córdoba,Router WiFi,Redes,38000,2
1535,2025-04-04,Florencia Torres,florencia.torres9@mail.com,Córdoba,Silla ergonómica,Muebles,178500,4
1535,2025-04-04,Florencia Torres,florencia.torres9@mail.com,Córdoba,Webcam HD,Periféricos,18500,1
1560,2025-04-04,Micaela Rodríguez,micaela.rodriguez17@mail.com,La Plata,Router WiFi,Redes,38000,2
1560,2025-04-04,Micaela Rodríguez,micaela.rodriguez17@mail.com,La Plata,Auriculares Bluetooth,Audio,21000,2
1560,2025-04-04,Micaela Rodríguez,micaela.rodriguez17@mail.com,La Plata,Mochila para notebook,Accesorios,24000,2
1311,2025-04-05,Santiago Díaz,santiago.diaz40@mail.com,San Juan,Router WiFi,Redes,34200,4
1414,2025-04-05,Franco Fernández,franco.fernández24@mail.com,Córdoba,"Notebook 15""",Computadoras,765000,2
1414,2025-04-05,Franco Fernández,franco.fernández24@mail.com,Córdoba,SSD 1TB,Almacenamiento,65000,1
1497,2025-04-05,Juan Martínez,juan.martinez14@mail.com,Córdoba,Teclado mecánico,Periféricos,27200,4
1497,2025-04-05,Juan Martínez,juan.martinez14@mail.com,Córdoba,Silla ergonómica,Muebles,210000,4
1497,2025-04-05,Juan Martínez,juan.martinez14@mail.com,Córdoba,"Monitor 24""",Monitores,145000,3
1187,2025-04-06,Tomás Díaz,tomás.diaz21@mail.com,Mendoza,Cargador rápido,Accesorios,8075,3
1187,2025-04-06,Tomás Díaz,tomás.diaz21@mail.com,Mendoza,Mochila para notebook,Accesorios,24000,3
1530,2025-04-06,Florencia Torres,florencia.torres9@mail.com,Córdoba,SSD 1TB,Almacenamiento,65000,1
1609,2025-04-06,Valentina Flores,valentina.flores36@mail.com,Rosario,SSD 1TB,Almacenamiento,55250,3
1609,2025-04-06,Valentina Flores,valentina.flores36@mail.com,Rosario,Cargador rápido,Accesorios,9500,2
1609,2025-04-06,Valentina Flores,valentina.flores36@mail.com,Rosario,Mochila para notebook,Accesorios,21600,2
1409,2025-04-08,Juan Rodríguez,juan.rodriguez13@mail.com,Rosario,Cargador rápido,Accesorios,9500,3
1409,2025-04-08,Juan Rodríguez,juan.rodriguez13@mail.com,Rosario,Silla ergonómica,Muebles,210000,3
1440,2025-04-08,Micaela Flores,micaela.flores37@mail.com,Rosario,Cargador rápido,Accesorios,9500,4
1440,2025-04-08,Micaela Flores,micaela.flores37@mail.com,Rosario,Auriculares Bluetooth,Audio,21000,3
1479,2025-04-08,Tomás Fernández,tomás.fernández29@mail.com,Rosario,SSD 1TB,Almacenamiento,55250,1
1479,2025-04-08,Tomás Fernández,tomás.fernández29@mail.com,Rosario,Teclado mecánico,Periféricos,28800,1
1479,2025-04-08,Tomás Fernández,tomás.fernández29@mail.com,Rosario,"Notebook 15""",Computadoras,722500,4
1619,2025-04-08,Franco Fernández,franco.fernández24@mail.com,Córdoba,Silla ergonómica,Muebles,178500,2
1071,2025-04-09,Santiago López,santiago.lopez7@mail.com,San Juan,Teclado mecánico,Periféricos,32000,2
1071,2025-04-09,Santiago López,santiago.lopez7@mail.com,San Juan,Silla ergonómica,Muebles,189000,2
1614,2025-04-09,Santiago López,santiago.lopez31@mail.com,San Juan,Mouse inalámbrico,Periféricos,7650,4
1515,2025-04-10,Bruno Gómez,bruno.gomez4@mail.com,Mendoza,Mochila para notebook,Accesorios,20400,3
1515,2025-04-10,Bruno Gómez,bruno.gomez4@mail.com,Mendoza,Cargador rápido,Accesorios,8075,3
1205,2025-04-11,Florencia Romero,florencia.romero16@mail.com,Mendoza,Silla ergonómica,Muebles,178500,3
1205,2025-04-11,Florencia Romero,florencia.romero16@mail.com,Mendoza,Webcam HD,Periféricos,15725,1
1205,2025-04-11,Florencia Romero,florencia.romero16@mail.com,Mendoza,"Monitor 24""",Monitores,123250,2
1367,2025-04-11,Santiago López,santiago.lopez31@mail.com,San Juan,Silla ergonómica,Muebles,189000,1
1367,2025-04-11,Santiago López,santiago.lopez31@mail.com,San Juan,Auriculares Bluetooth,Audio,21000,1
1367,2025-04-11,Santiago López,santiago.lopez31@mail.com,San Juan,"Monitor 24""",Monitores,145000,3
1478,2025-04-11,Florencia Romero,florencia.romero16@mail.com,Mendoza,Teclado mecánico,Periféricos,32000,4
1041,2025-04-12,Juan Martínez,juan.martinez14@mail.com,Córdoba,Mouse inalámbrico,Periféricos,8500,1
1083,2025-04-12,Juan Flores,juan.flores50@mail.com,La Plata,Teclado mecánico,Periféricos,32000,2
1083,2025-04-12,Juan Flores,juan.flores50@mail.com,La Plata,Silla ergonómica,Muebles,210000,3
1312,2025-04-12,Agustina López,agustina.lopez1@mail.com,Buenos Aires,Hub USB-C,Periféricos,12500,4
1312,2025-04-12,Agustina López,agustina.lopez1@mail.com,Buenos Aires,"Notebook 15""",Computadoras,850000,2
1380,2025-04-12,Santiago Pérez,santiago.pérez8@mail.com,Buenos Aires,SSD 1TB,Almacenamiento,55250,1
1380,2025-04-12,Santiago Pérez,santiago.pérez8@mail.com,Buenos Aires,Router WiFi,Redes,38000,3
1635,2025-04-12,Milagros Acosta,milagros.acosta35@mail.com,Córdoba,"Notebook 15""",Computadoras,722500,2
1635,2025-04-12,Milagros Acosta,milagros.acosta35@mail.com,Córdoba,Router WiFi,Redes,38000,2
1298,2025-04-13,Sofía Gómez,sofia.gomez20@mail.com,San Juan,SSD 1TB,Almacenamiento,65000,4
1298,2025-04-13,Sofía Gómez,sofia.gomez20@mail.com,San Juan,"Monitor 24""",Monitores,130500,3
1366,2025-04-13,Agustina Sánchez,agustina.sánchez23@mail.com,San Juan,Hub USB-C,Periféricos,11250,2
1366,2025-04-13,Agustina Sánchez,agustina.sánchez23@mail.com,San Juan,Webcam HD,Periféricos,15725,3
1645,2025-04-13,Mateo Flores,mateo.flores18@mail.com,La Plata,Hub USB-C,Periféricos,12500,4
1645,2025-04-13,Mateo Flores,mateo.flores18@mail.com,La Plata,Webcam HD,Periféricos,16650,1
1645,2025-04-13,Mateo Flores,mateo.flores18@mail.com,La Plata,Mouse inalámbrico,Periféricos,8500,3
1184,2025-04-14,Mateo Flores,mateo.flores18@mail.com,La Plata,Auriculares Bluetooth,Audio,21000,1
1550,2025-04-14,Juan Gómez,juan.gomez0@mail.com,San Juan,Silla ergonómica,Muebles,178500,1
1550,2025-04-14,Juan Gómez,juan.gomez0@mail.com,San Juan,Webcam HD,Periféricos,15725,2
1550,2025-04-14,Juan Gómez,juan.gomez0@mail.com,San Juan,Auriculares Bluetooth,Audio,21000,2
